id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19197632,Heart Of Queens 2❤️❤️/ Jackson Heights/ Elmhurst,123483050,Andrea,Queens,Elmhurst,40.74741,-73.88149,Private room,85,1,92,2019-06-20,3.7,3,166
19603055,1- Bedroom in East Harlem,25959120,Dan,Manhattan,East Harlem,40.78668,-73.94247,Private room,85,2,2,2017-08-16,0.08,1,0
4588678,Gorgeous bohemian  Apt. in a Brownstone,66286,Liat,Brooklyn,Bedford-Stuyvesant,40.68596,-73.94068,Entire home/apt,100,2,2,2017-08-08,0.05,2,0
2036105,Private room  D,10384906,Susan,Brooklyn,Dyker Heights,40.6283,-74.01608,Private room,30,1,67,2019-01-22,0.99,5,150
34420814,Beautiful Room + Private Bath Same St As Subway!,219727469,Marcelo,Brooklyn,Bedford-Stuyvesant,40.67903,-73.91037,Private room,60,1,2,2019-05-21,1.05,4,9
15196650,Cozy East Village home away from home...,22073094,Page,Manhattan,East Village,40.72782,-73.9862,Private room,110,1,0,,,1,0
9998091,A bedroom in Chinatown,22735666,Simon,Manhattan,Chinatown,40.71346,-73.99592,Private room,95,1,1,2016-01-02,0.02,1,0
18971993,Sunny Bedroom Steps to Subway & Central Park,128237188,Mante,Manhattan,East Harlem,40.79631,-73.94348,Private room,79,3,66,2019-06-25,2.67,1,263
1434010,Brooklyn College Manor,5654072,Mark,Brooklyn,Flatbush,40.63427,-73.95248,Entire home/apt,171,2,34,2019-07-02,1.47,3,243
3887381,Modern 2BR Near Union Square,8179499,Brent,Manhattan,East Village,40.73177,-73.98598,Entire home/apt,180,5,0,,,1,0
35859800,Spectacular Sunny 3Br | 2Ba,268612146,Sharon & Henry,Manhattan,Financial District,40.70762,-74.00233,Entire home/apt,600,3,0,,,1,355
600877,Rare Loft Apt in Heart of Brooklyn,2973437,Kevin + Casey,Brooklyn,Boerum Hill,40.68379,-73.98313,Entire home/apt,180,3,2,2015-12-29,0.05,1,0
22686751,**Summer in SugarHill Manhattan is VERY Sweet**,167208041,Abel,Manhattan,Harlem,40.82476,-73.94332,Entire home/apt,173,2,78,2019-07-06,4.43,1,0
7995140,Loft with garden  - Williamsburg,3318161,Etienne,Brooklyn,Williamsburg,40.71212,-73.95888,Entire home/apt,170,3,36,2019-05-27,0.77,1,1
23788708,"Location! Location! Location! Quiet and Cozy, 3 bd",154965091,Joe,Manhattan,Hell's Kitchen,40.76934,-73.98782,Entire home/apt,375,2,22,2019-06-19,1.65,4,77
3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,9317567,Suzy,Queens,Ridgewood,40.70026,-73.90721,Entire home/apt,89,10,10,2019-03-18,0.18,1,222
28367520,Peaches Cozy Corner,214171931,Camorine,Queens,St. Albans,40.69544,-73.77663,Private room,50,1,81,2019-06-16,8.02,1,232
761835,Apto 2 bed $80 night per person,4015459,Joao Lucas,Queens,Astoria,40.76605,-73.92922,Private room,80,2,72,2019-06-30,0.89,1,364
11315999,Summer in the City,5577926,Lou,Queens,Astoria,40.76821,-73.9125,Private room,60,1,72,2019-06-15,1.82,4,0
19787716,Specious charming 2 bed room in Williamsburg,1804766,Omer,Brooklyn,Williamsburg,40.71271,-73.95894,Entire home/apt,108,7,0,,,1,0
14864014,"Ultramodern Luxury 1 BR w/ Terrace, Crown Heights",322716,Alex,Brooklyn,Crown Heights,40.67162,-73.95009,Entire home/apt,155,7,19,2019-06-18,0.56,5,333
13974584,Private Bedroom in 2-floor Bushwick Apartment,3152934,Cheno,Brooklyn,Bushwick,40.68758,-73.91321,Private room,50,1,2,2016-08-06,0.06,1,0
33847217,BIG BEDROOM CLOSE TO LA GUARDIA AIRPORT FREE WIFI,22784412,Stephanie,Queens,East Elmhurst,40.76402,-73.89098,Private room,44,1,0,,,2,0
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,195,4,240,2019-06-17,2.19,1,214
27368472,Sonder | 21 Chelsea | Lively Studio + Rooftop,12243051,Sonder,Manhattan,Chelsea,40.74272,-73.99599,Entire home/apt,202,29,0,,,96,279
17405175,Joy,38294216,Rachel,Queens,South Ozone Park,40.66561,-73.81103,Private room,50,15,2,2019-04-19,0.39,4,190
21549898,"UWS Jewel, oval living room in a charming hometown",6420489,Lorena,Manhattan,Upper West Side,40.77845,-73.98198,Entire home/apt,315,4,16,2019-05-31,0.84,1,7
26603881,SPACIOUS 3 BR APT 5 MNS TO CENTRAL PARK NORTH,17344881,El,Manhattan,Harlem,40.80269,-73.94687,Entire home/apt,300,2,0,,,3,353
27023307,"Large, True 1BR - Heart of Nolita/Soho/LittleItaly",3399151,Charles,Manhattan,Nolita,40.72235,-73.99454,Entire home/apt,140,1,9,2019-05-17,0.97,1,11
13858187,Large Two Story Loft in the Heart of West Village,79338533,Yasir,Manhattan,West Village,40.73103,-74.00906,Entire home/apt,300,3,1,2016-07-18,0.03,1,0
25107333,*NEW-LUXURY Heart of MidWest Step away from TimeSQ,186141107,Lindsey,Manhattan,Hell's Kitchen,40.76097,-73.99959,Entire home/apt,200,4,38,2019-06-24,2.79,1,159
13864889,Vintage Artist Loft-Studio on Upper West Side,28250,Waybridge,Manhattan,Upper West Side,40.78023,-73.97884,Entire home/apt,135,5,28,2019-07-01,0.8,1,24
4640515,"Small, Cozy, Clean and Modern private room!",23355801,Andrey,Manhattan,Harlem,40.8257,-73.93786,Private room,65,1,40,2019-06-25,2.88,1,45
15777411,"NYMT21-6 LUXURY! 1 bedroom,Cozy,Gym,doorman Ap-2",39890192,Laura,Manhattan,Hell's Kitchen,40.76383,-73.98947,Entire home/apt,160,45,17,2019-05-09,0.54,12,281
35056734,Three Blocks to Times Square & Central Park,178164173,Ale,Manhattan,Hell's Kitchen,40.76394,-73.99466,Shared room,400,1,0,,,1,44
33579779,Great Apartment super close to the train.,198666639,Bernard,Brooklyn,Cypress Hills,40.67875,-73.90704,Entire home/apt,160,2,2,2019-06-18,2.0,1,162
2435408,Modern Duplex Studio Factory Loft,7503643,Vida,Brooklyn,Greenpoint,40.72669,-73.9419,Entire home/apt,129,30,9,2019-04-30,0.16,52,325
4187747,UPPER EAST Landmark Blding:Walk to Central Park,5309160,Elizabeth And Roberto,Manhattan,Upper East Side,40.77065,-73.95064,Entire home/apt,94,30,15,2016-02-21,0.26,1,309
21535963,Midtown Manhattan Oasis (2-Bedroom Vacation Suite),41123114,Jeff & Kelly,Manhattan,Theater District,40.76163,-73.98023,Private room,949,2,7,2019-01-01,0.36,1,8
27927068,Designer Beach House Studio in Williamsburg,8171440,Geoffrey,Brooklyn,Williamsburg,40.71286,-73.95898,Entire home/apt,150,2,17,2019-05-28,1.68,1,0
35461700,Artsy Private BR in Fort Greene Cumberland,230192510,Zach,Brooklyn,Fort Greene,40.69774,-73.97502,Private room,48,30,0,,,25,341
27933214,Beautiful Studio in Brooklyn,138086216,Eli,Brooklyn,Bergen Beach,40.62299,-73.90501,Entire home/apt,97,2,25,2019-06-30,2.68,1,148
29383021,"Cozy room C in upper west side NY, Columbia",221355351,James,Manhattan,Morningside Heights,40.81386,-73.95936,Private room,90,1,55,2019-06-15,6.4,4,87
28078505,New york Multi-unit building,122849679,Maria,Brooklyn,Sheepshead Bay,40.59085,-73.95405,Private room,70,1,2,2018-11-03,0.2,1,0
20639628,Spacious comfortable master bedroom with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68173,-73.91342,Private room,0,1,93,2019-06-15,4.28,6,176
27656752,Traditional NYC Oasis - Near Times Square,208699273,Spencer,Manhattan,Hell's Kitchen,40.76384,-73.98822,Entire home/apt,379,2,31,2019-06-21,3.24,1,238
13466561,Sunny and light bedroom in Downtown Manhattan,6980995,Dominik,Manhattan,Two Bridges,40.71159,-73.99884,Private room,119,1,3,2016-11-06,0.09,5,0
7997433,30 Mins to Times Square -Javits Ctr! Awesome food!,42215969,Isaac,Queens,Woodside,40.74583,-73.90059,Entire home/apt,450,1,0,,,1,341
34754241,Charming Hell’s Kitchen Studio,46588955,Emily,Manhattan,Hell's Kitchen,40.7659,-73.98764,Entire home/apt,289,2,0,,,1,8
6426032,Beautiful Apartment in Williamsburg,33533091,Maeve,Brooklyn,Williamsburg,40.70885,-73.94927,Entire home/apt,200,5,0,,,1,0
36308266,A large bedroom with a king size bed in Queens.,272267421,Darkhan,Queens,Maspeth,40.73452,-73.88795,Private room,70,1,0,,,3,75
7084621,Renovated W. Village 2 bed 2 bath,27919510,Alexander,Manhattan,West Village,40.73634,-74.00485,Entire home/apt,350,1,7,2017-01-01,0.15,1,0
29156377,Historic Harlem New York Get-Away with charm,219462780,Curtis Green,Manhattan,Harlem,40.82746,-73.94718,Private room,60,2,1,2018-12-14,0.14,1,83
21711746,Renovated private apartment close to subway train,26809413,Ekta,Brooklyn,Flatbush,40.64658,-73.96909,Entire home/apt,95,2,27,2019-06-24,1.46,1,167
22796694,room 3 Manhattan private room,164886138,Eliahu,Manhattan,Harlem,40.81376,-73.95354,Private room,69,2,4,2018-10-28,0.29,11,180
1847261,AUTHENTIC TRIBECA LOFT NEAR SOHO,315654,Genevieve,Manhattan,Tribeca,40.71417,-74.00678,Entire home/apt,240,3,60,2019-05-04,0.91,1,348
34902183,Calming & Bright 1 BR Apt in Upper West Side,263054681,Carmen,Manhattan,Harlem,40.81982,-73.94481,Entire home/apt,93,30,0,,,1,325
15374564,Caribnb- Charming stay in a private 2 family home,33991916,Caribnb Hazel,Brooklyn,Flatbush,40.64361,-73.95367,Private room,86,2,53,2019-07-07,1.64,1,324
4244242,Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,22023014,BrooklynSleeps,Brooklyn,Bedford-Stuyvesant,40.69496,-73.93949,Private room,70,1,110,2019-06-23,1.96,1,323
36451362,Cozy Queen bed in Quiet Bedstuy!,154095549,Wa,Brooklyn,Bedford-Stuyvesant,40.69195,-73.94225,Private room,47,2,0,,,2,48
23980622,Manhattan private room 2  Columbia university area,180380802,Avner,Manhattan,Harlem,40.81312,-73.95364,Private room,65,1,11,2019-05-07,0.71,4,365
24080143,"Beautiful Private Room near Highline, and Train",44292356,Colin,Manhattan,Chelsea,40.74648,-74.00266,Private room,89,30,30,2019-06-27,2.73,1,105
20778074,Queit get away,148897644,Patrick,Brooklyn,Crown Heights,40.6679,-73.93976,Private room,65,1,0,,,1,0
7636280,Calm and Cute Entire Studio,40058595,Sloane,Manhattan,Upper East Side,40.77865,-73.94858,Entire home/apt,175,2,4,2016-05-29,0.08,1,0
13926549,Beautiful 1 Bedroom 2 blocks from Central Park,82719112,Adam,Manhattan,Upper West Side,40.78296,-73.97743,Entire home/apt,250,1,1,2016-08-14,0.03,1,0
13411560,Cozy and charming studio in UWS,26676357,Connie,Manhattan,Upper West Side,40.77856,-73.98278,Entire home/apt,150,7,2,2017-01-08,0.05,1,0
4135674,Warm & lovely garden duplex in BK,2011110,Rebecca,Brooklyn,Fort Greene,40.68786,-73.97339,Entire home/apt,300,1,5,2015-07-10,0.09,1,0
35874052,Cozy room with Queen Bed close to Columbia Uni,41434577,Nino,Manhattan,Morningside Heights,40.80413,-73.96556,Private room,49,30,0,,,1,32
1844705,Lux Doorman by 11 trains,9637768,Reginald,Brooklyn,Boerum Hill,40.68897,-73.98765,Private room,89,90,47,2015-12-11,0.73,1,365
27466393,Sunny bdr w stunning view in prime Williamsburg!!!,8879096,Cristina,Brooklyn,Williamsburg,40.71688,-73.95107,Private room,65,3,6,2019-04-11,0.54,1,0
4853011,Charming apt in beautiful Brooklyn!,24967136,Paul,Brooklyn,Bedford-Stuyvesant,40.6804,-73.93183,Entire home/apt,105,7,53,2018-10-28,1.12,2,77
11718329,Luxury Bright NYC Apartment,41411171,Asem,Manhattan,Upper West Side,40.79469,-73.96575,Private room,40,1,0,,,1,0
15113377,"PH Cozy, Clean, Close to Everything",64821734,Whit,Brooklyn,Crown Heights,40.67933,-73.96219,Entire home/apt,150,2,16,2017-08-06,0.48,1,35
1702533,BROOKLYN FAVORITE VACATION HOME 2,8335875,Mr. Williams,Brooklyn,Park Slope,40.68242,-73.97904,Entire home/apt,215,3,59,2019-05-23,0.84,1,356
4777597,Beautiful Apt - Flatiron/ Chelsea,10319096,Saville,Manhattan,Chelsea,40.73932,-73.99264,Entire home/apt,215,1,0,,,1,0
20089288,"#4 Cozy And Bright Room, 30 Minutes to Manhattan",619942,Stacy & Simon,Brooklyn,Cypress Hills,40.68863,-73.8706,Private room,38,30,43,2019-06-01,1.87,6,193
20998265,Charming- cozy bedroom,90531953,Carolina,Bronx,Concourse,40.82453,-73.92563,Private room,60,1,16,2018-01-01,0.74,1,0
20758111,2BR Private Summer Oasis in Manhattan,36170398,Jeff,Manhattan,Harlem,40.82673,-73.94633,Entire home/apt,75,30,0,,,1,32
24783060,[Priv Rooftop] Sunny-Spacious duplex Penthouse,187388261,Miguel,Brooklyn,Bedford-Stuyvesant,40.68135,-73.93709,Entire home/apt,140,8,1,2018-12-31,0.16,1,0
28105759,Spacious One-Bedroom apartment - Manhattan,212306955,Axelle,Manhattan,Washington Heights,40.85508,-73.92779,Entire home/apt,110,2,9,2019-07-07,0.96,1,157
34819184,Home McDonald,156850005,Sharon,Queens,Jackson Heights,40.756,-73.87756,Private room,77,1,1,2019-05-29,0.73,2,355
23389897,Cozy E. Williamsburg 3-bedroom apt! (Bedroom 1),60521448,Isabelle,Brooklyn,Williamsburg,40.70665,-73.93894,Private room,59,5,0,,,2,67
30133610,Cozy Mid-Town East Penthouse With Terrace,3202935,Cricket,Manhattan,Midtown,40.75199,-73.9725,Entire home/apt,350,3,17,2019-05-30,2.49,1,33
10012551,Cute and Sunny 2 BR Wburg Apt,14910665,Rebeka,Brooklyn,Williamsburg,40.71273,-73.95749,Entire home/apt,175,1,3,2016-03-20,0.07,1,0
24119086,Private clean room complementary coffee Manhattan,6636052,Renat,Manhattan,East Harlem,40.79805,-73.93527,Private room,65,2,62,2019-07-06,4.14,1,9
16172073,Sunny renovated 1 BR in Brooklyn by Prospect Park,105572605,Peter,Brooklyn,Flatbush,40.64745,-73.96207,Entire home/apt,72,1,15,2019-06-23,3.13,1,1
13765949,Cute sunny Upper East Side Studio,64839278,Opeyemi,Manhattan,Upper East Side,40.77316,-73.94998,Entire home/apt,120,2,29,2017-12-30,0.8,1,0
34688471,Sleep comfort,156505456,John,Brooklyn,East New York,40.66646,-73.8734,Private room,54,3,1,2019-05-20,0.59,13,365
16271818,Amazing & Unique Soho/Nolita One Bedroom,10263854,Andrew,Manhattan,Chinatown,40.71833,-73.99443,Entire home/apt,250,1,29,2019-06-21,0.95,1,358
12446548,Sunny Quiet Bedroom in Brooklyn,102525,David,Brooklyn,South Slope,40.66768,-73.98425,Private room,60,3,27,2019-05-20,0.71,2,308
30208046,Lovely & Sunny bedroom in Astoria ( Female only),169490939,Ikrame,Queens,Astoria,40.76635,-73.9205,Private room,89,3,2,2019-04-16,0.71,2,208
8841646,Art & Light-Filled Apt By The Park,5380471,John,Manhattan,East Harlem,40.79037,-73.9445,Entire home/apt,125,1,2,2015-11-29,0.04,1,0
2170618,Brooklyn Artist Bdrm center of everything,11073109,Maya,Brooklyn,Clinton Hill,40.68214,-73.96474,Private room,61,4,3,2015-08-17,0.06,1,0
16586785,Williamsburg Penthouse w/ Private Roof,3781090,Jamil,Brooklyn,Williamsburg,40.70724,-73.94379,Entire home/apt,100,2,36,2019-05-27,1.19,1,0
30281771,Charming duplex with backyard in Carroll Gardens,13291840,Agathe,Brooklyn,Carroll Gardens,40.67992,-73.99282,Entire home/apt,100,4,2,2019-04-26,0.31,1,35
7782340,Fabulous Apartment in NYC,25881276,Jordana,Manhattan,Upper West Side,40.79063,-73.97864,Entire home/apt,175,2,13,2016-04-09,0.28,2,0
29411550,NEW Stylish Midtown 2 bedroom w/ balcony,221548872,Charlie,Manhattan,Hell's Kitchen,40.75504,-73.99521,Entire home/apt,390,2,3,2019-01-20,0.36,1,0
22448088,Room for rent in the heart of Manhattan,686385,Ava,Manhattan,Upper East Side,40.77509,-73.95554,Private room,80,1,58,2019-06-23,3.64,1,45
17872922,Cozy 2-Bedroom in Williamsburg by the bridge,30494797,Terry,Brooklyn,Williamsburg,40.71185,-73.95806,Entire home/apt,100,20,10,2018-12-22,0.42,1,45
14357767,Cozy Brownstone Garden Apartment (King&Twin Bed ),40542519,Josefina,Brooklyn,Prospect Heights,40.67679,-73.96661,Entire home/apt,120,3,36,2019-01-14,1.06,1,89
10165064,❤️FAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,39603281,Marty,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,165,1,188,2019-07-05,4.42,1,328
19766312,Room in conveniently located charming apartment,3118776,Akiko,Queens,Long Island City,40.76363,-73.93033,Private room,48,5,52,2019-06-24,2.17,1,8
118430,Heart of Meatpacking & Chelsea,585458,Paul,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,2019-01-03,0.36,1,20
19499668,Cozy Sofa Bed in Upper Manhattan,3372118,Natasha,Manhattan,Washington Heights,40.84133,-73.93739,Shared room,50,1,21,2019-06-15,0.86,1,188
18650569,A Home Base in Brooklyn,35881969,John,Brooklyn,Williamsburg,40.70545,-73.94714,Private room,58,1,96,2019-06-15,3.82,2,79
31147386,Spacious Studio near Prospect Park,9664155,Ewa,Brooklyn,Windsor Terrace,40.6518,-73.97575,Entire home/apt,52,30,1,2019-03-31,0.3,1,0
35521820,Bright & beautiful loft - heart of Williamsburg!,10160373,Mj,Brooklyn,Williamsburg,40.71144,-73.96488,Entire home/apt,200,2,0,,,1,4
764052,1 Bedroom Apartment in quiet area.,2618273,Sabrina,Queens,Ditmars Steinway,40.77466,-73.91807,Entire home/apt,390,3,1,2016-12-27,0.03,1,89
14264490,Sunny Windsor Terrace 3 BR + deck,2487882,Craig,Brooklyn,Windsor Terrace,40.65092,-73.98054,Entire home/apt,120,5,1,2018-08-15,0.09,2,0
22208060,"Large, sunny room in the heart of Williamsburg!",3791823,Nicole,Brooklyn,Williamsburg,40.70902,-73.96059,Private room,70,4,1,2018-12-31,0.16,1,0
4396142,Entirely private suite in our townhouse!,1167801,Pascal & Karin,Queens,Long Island City,40.75227,-73.95012,Entire home/apt,160,4,79,2019-06-30,1.38,1,133
17845507,Small room in South Slope House,122079426,Martha,Brooklyn,South Slope,40.6632,-73.98529,Private room,50,1,19,2017-06-12,0.71,1,0
21695365,"Affordable, safe & close to the City",129494490,Yuliya,Brooklyn,Crown Heights,40.6703,-73.93241,Private room,36,10,0,,,1,0
30293703,"LUXURIOUS 5 bedroom, 4.5 bath home",36332698,Lisa,Manhattan,Upper West Side,40.79009,-73.97544,Entire home/apt,2999,1,0,,,1,0
9806373,"Bright Spacious Brooklyn Gem, 3 BR",50523735,Grace,Brooklyn,Prospect-Lefferts Gardens,40.6576,-73.94609,Entire home/apt,140,2,131,2019-06-23,3.06,1,273
27784542,Artistic Loft w Fireplace & Manhattan Skyline,33655,Sruthi,Brooklyn,Columbia St,40.68388,-74.00484,Entire home/apt,210,2,11,2019-07-02,1.24,2,120
4671552,Garden Level Brooklyn Brownstone,10860081,Hillary,Brooklyn,Clinton Hill,40.68241,-73.96354,Entire home/apt,130,1,9,2015-12-27,0.16,1,0
35633408,Impeccable Private one&half bedroom and full bath,83132880,Alyandry,Queens,Maspeth,40.73859,-73.89534,Private room,49,2,0,,,4,307
34143463,"Feel-Good Decor, Lux Private Room & Great Location",257773717,Lydia,Brooklyn,Williamsburg,40.70887,-73.96249,Private room,58,30,0,,,5,333
13488659,Basement Sublet Space open from June 28th-July17th,77280363,Michael,Queens,Ridgewood,40.69807,-73.90614,Private room,40,21,0,,,1,0
3517646,"Spacious, light-filled home by Prospect Park",17711637,Carrie,Brooklyn,Kensington,40.6451,-73.97798,Entire home/apt,210,5,3,2018-08-13,0.05,1,0
13495754,"Peaceful, Light-filled Room - Greenpoint, BK",1439261,Michele,Brooklyn,Greenpoint,40.73265,-73.95393,Private room,65,7,38,2019-01-23,1.08,1,10
33932806,Trendy Private BR in Ridgewood Woodbine,242962235,Yuval,Queens,Ridgewood,40.70885,-73.89634,Private room,34,30,0,,,23,136
23106361,★Spacious Private Room★ MANHATTAN + Close to Park!,171660157,Del,Manhattan,Harlem,40.82748,-73.95083,Private room,65,4,10,2019-01-15,0.6,1,2
30507110,Small room in shared APT near CUMC.,228945290,Daehan,Manhattan,Washington Heights,40.84215,-73.94266,Private room,45,1,4,2019-06-23,0.57,1,90
5210286,Chic Apartment in Sunny Brownstone Building,8353665,Alexandra,Manhattan,Harlem,40.82227,-73.94878,Entire home/apt,150,4,4,2019-05-15,0.07,1,33
2247803,"Landmark Brownstone, Crown Heights",11333699,Clifton,Brooklyn,Crown Heights,40.67112,-73.94536,Entire home/apt,105,2,281,2019-06-30,4.29,1,248
30250766,"Staten Island - Free Wifi, Parking Space, Near NYC",225160295,Yun,Staten Island,Rosebank,40.61438,-74.0664,Entire home/apt,138,1,51,2019-07-02,7.18,1,291
36097970,Astonishing Nomad Apt in the Center Of Manhattan,270292053,Teufik,Manhattan,Chelsea,40.7469,-73.99038,Entire home/apt,350,3,3,2019-07-03,3.0,1,345
28084536,Casa familiar,212157854,Camilo,Bronx,Concourse,40.83703,-73.91643,Private room,40,2,32,2019-06-29,3.08,2,132
24412825,Modern Super Clean Midtown Apt in the Heart of NYC,6451492,Tom,Manhattan,Upper East Side,40.76129,-73.9652,Entire home/apt,175,2,54,2019-03-27,3.72,1,0
29282847,Spacious Central Park Apartment,80026984,Keziah,Manhattan,Harlem,40.80132,-73.95496,Entire home/apt,195,3,3,2019-07-02,0.4,1,239
12190495,"1 BD in stylish renovated 2BDs, Clinton Hill",66127,Aurélien,Brooklyn,Bedford-Stuyvesant,40.68762,-73.95604,Private room,49,7,13,2019-05-21,0.36,1,0
4219851,"Bushwick Brooklyn NYC Apt, with LG kitchen & yard!",21902316,Amy,Brooklyn,Bushwick,40.70071,-73.92913,Entire home/apt,95,2,19,2019-05-27,0.44,2,172
25618970,Williamsburg Luxury Artist Loft With All Amenities,249006,Samuel,Brooklyn,Williamsburg,40.7213,-73.96042,Entire home/apt,200,5,11,2019-06-29,0.92,1,0
19180868,Central Park at your Door!,128744452,Cassidy,Manhattan,Harlem,40.80063,-73.95389,Private room,52,4,39,2019-06-22,1.65,1,242
22651464,12 east 86th Steet Upper East Side Building,165898555,Honey,Manhattan,Upper East Side,40.77719,-73.9529,Entire home/apt,200,30,0,,,7,364
30364369,hip and cosy Brooklyn family retreat,12838954,Vincent,Brooklyn,Bedford-Stuyvesant,40.68696,-73.94382,Entire home/apt,375,7,0,,,1,0
35794314,Penthouse Apartment with *Private* Rooftop,23715245,Sara,Manhattan,Lower East Side,40.71976,-73.98397,Entire home/apt,275,2,1,2019-06-23,1.0,1,12
17418177,"Spacious, Private 2 BR , 4 Bathrooms in Brooklyn",95341719,Estie,Brooklyn,Crown Heights,40.66971,-73.94351,Entire home/apt,275,1,26,2019-06-21,0.96,3,271
35932913,Huge bedroom in Morningside Heights townhouse,73964015,Austin,Manhattan,Harlem,40.80494,-73.95463,Private room,150,1,0,,,1,8
295231,"Sunny, clean br available",1387286,Felicia,Brooklyn,Williamsburg,40.70918,-73.94881,Private room,60,7,1,2014-03-24,0.02,2,0
4541102,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",23548583,Shari,Brooklyn,East Flatbush,40.65262,-73.94211,Entire home/apt,109,30,23,2019-05-01,0.44,2,221
29418724,Park view New York Apartment,57675402,Nofar,Manhattan,Morningside Heights,40.81424,-73.96051,Entire home/apt,100,4,2,2018-12-27,0.3,1,0
5252343,Close to LGA/JFK & 15min to Midtown,419629,Nicky,Queens,Elmhurst,40.74125,-73.89035,Private room,47,2,2,2015-02-23,0.04,1,17
12609695,Comfy in Queens!,66734502,Laura,Queens,Astoria,40.76188,-73.91766,Private room,55,3,3,2016-08-24,0.08,2,0
22026830,Prime Park Slope on 14th Street,160847231,Mike,Brooklyn,South Slope,40.66615,-73.98747,Entire home/apt,131,2,67,2019-06-27,3.94,1,61
1759526,Lovely Room in Awesome Apartment - Fun/Convenient,104250,Yair,Manhattan,Chelsea,40.74563,-73.99325,Private room,90,3,6,2019-06-03,0.1,1,11
29179815,Excellent Private Room,211146044,Ann,Brooklyn,Bedford-Stuyvesant,40.69363,-73.9404,Private room,60,2,29,2019-06-02,3.95,3,292
27925378,Peaceful Studio In South Williamsburg,31296185,Mat,Brooklyn,Williamsburg,40.71286,-73.9599,Entire home/apt,140,2,4,2019-06-22,1.04,1,213
31986430,Cozy & Shinny 1BR in Lower East Side,21976589,Benjamin,Manhattan,Lower East Side,40.71957,-73.98538,Entire home/apt,180,18,3,2019-06-03,0.57,1,22
13750812,Private room w/ 2 Beds,65809485,Shirley,Queens,Flushing,40.74821,-73.82948,Private room,40,7,19,2019-06-23,0.52,12,251
1324087,Lovely 1-bedroom-heart of Astoria,6002245,Nicholas,Queens,Astoria,40.76062,-73.9175,Entire home/apt,80,70,44,2019-04-26,0.61,1,198
13572291,CLEAN Downtown Studio Crash Pad!,48681901,Krystina,Manhattan,East Village,40.72605,-73.98705,Entire home/apt,99,17,11,2019-06-01,0.3,1,0
6348548,Family Friendly Getaway,33070890,Susan,Brooklyn,Flatbush,40.63025,-73.96555,Entire home/apt,100,28,0,,,1,4
25193752,Cozy private living in Queens,14323652,Brandon,Queens,Elmhurst,40.73873,-73.88147,Entire home/apt,85,2,36,2019-03-31,2.65,1,130
24266063,Beautiful Contemporary Duplex w. Patio & Roofdeck,1327248,Ian,Brooklyn,Williamsburg,40.71651,-73.95623,Entire home/apt,199,2,4,2019-05-27,0.3,1,93
28871214,Bedroom Walking Distance to Central Park,75285802,Lauren,Manhattan,East Harlem,40.78689,-73.945,Private room,72,5,21,2019-06-23,2.23,2,165
30805617,61 street and 2 ave apt D Manhattan,180380802,Avner,Manhattan,Midtown,40.75169,-73.97162,Entire home/apt,140,2,1,2019-05-19,0.59,4,354
13934790,Romantic Art-Filled Apartment with Large Backyard,21493738,Natalie,Brooklyn,Crown Heights,40.66957,-73.94804,Entire home/apt,150,3,0,,,2,0
6438239,A spacious studio in Midtown / UES,11885649,Jay,Manhattan,Upper East Side,40.76313,-73.96192,Entire home/apt,195,3,0,,,1,0
13479302,Sunny 1BR in East Village,35309931,Eugene,Manhattan,Gramercy,40.73277,-73.98448,Entire home/apt,170,4,9,2018-06-25,0.24,1,0
458154,"Cozy private room, williamsburg NYC",2268393,Javier & Jorge,Brooklyn,Williamsburg,40.7061,-73.94531,Private room,55,4,132,2019-06-10,1.51,2,195
61406,Great room in great location,297176,Bethania,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,2019-06-01,2.21,2,0
28781373,Spacious & Sunny Brooklyn Home,5188470,Zoe,Brooklyn,Flatbush,40.6437,-73.95973,Entire home/apt,65,4,11,2019-07-07,1.46,1,19
15481609,Huge Loft Size Room with Private Bath in Hip Area!,99392252,Michael,Brooklyn,Bedford-Stuyvesant,40.69115,-73.94526,Private room,65,1,194,2019-05-27,5.88,4,0
35939805,Chill & Cozy bedroom in the heart of Brooklyn.,104423008,Mimi & Elen,Brooklyn,Bedford-Stuyvesant,40.68715,-73.94232,Private room,45,2,1,2019-06-29,1.0,1,6
6662487,Beautiful & Private Manhattan Room,34874378,Jessica,Manhattan,Harlem,40.82398,-73.94846,Private room,75,1,59,2017-09-15,1.19,2,0
33431582,Comfortable clean overnight bed by Central Park,251852817,Owen,Manhattan,East Harlem,40.79922,-73.94187,Shared room,49,1,22,2019-06-30,6.53,7,83
